Study.number,Study.code,Study.reference,Experiment.number,Study.short.name,Retrieved.from,Document.Type,On.money.priming.,Empirical.,Random.Assignment,Neutral.Comparison.,Eligible.,Why.not.,Able.to.compute.effect.size.,Included.,Notes,dep,prime,prime..extra.notes..,year.,jrnl,published,replication,Preregistered,Prime.Type..coder.1.,Prime.Type..coder.2.,Prime.Type..coder.agreement.,Prime.Type..final.code.,Setting..coder.1.,Setting..coder.2.,Setting..code.agreement.,Setting..final.code.,Behavioral.vs.non.behavioral..coder.1.,Behavioral.vs.non.behavioral..coder.2.,Behavioral.vs.non.behavioral..code.agreement.,Behavioral.vs..Non.behavioral,Problems.,Multiple.DV.,Interaction.,Notes..1,X2nd.factor,Simple.main.effect,Interaction.Identification..1.Largest.predicted.effect.,Notes.1,Contact.Author.,Information.to.seek,Aggregated.across.DVs.,d,var.of.d,g,var.of.g,Notes.,Notes.....1st.DV,Effect.size..D...Reported.,significance,n1,n2,N,m1.,m2,sd1,sd2,Direction.of.Effect,d.from.M.SD.n,Variance.of..d,g.from.M.SD.n,Variance.of.g,log.odds.ratio,percent1,percent2,Odds.ratio,A,B,C,D,variance.of.log.odds.ratio,Type.of.test.statistics,Value.of.test.statistics,converted.d,variance.of.d,converted.g,variance.of.g,Notes..2nd.effect.size,Effect.size..D...Reported..,Significance,n1.,n2.,N.,m1..1,m2.,sd1.,sd2.,Direction.of.Effect.1,d.from.M.SD.n.1,Variance.of..d.1,g.from.M.SD.n.1,Variance.of.g.1,log.odds.ratio.1,variance.of.log.odds.ratio.1,Type.of.test.statistics.1,Value.of.test.statistics.1,converted.d.1,variance.of.d.1,converted.g.1,variance.of.g.1,Notes..3rd.effect.size,Effect.size..D...Reported...1,Significance.1,n1..1,n2..1,N..1,m1..2,m2..1,sd1..1,sd2..1,Direction.of.Effect.2,d.from.M.SD.n.2,Variance.of..d.2,g.from.M.SD.n.2,Variance.of.g.2,Notes.2,Effect.size..D...Reported...2,Significance.2,n1..2,n2..2,N..2,m1..3,m2..2,sd1..2,sd2..2,Direction.of.Effect.3,d.from.M.SD.n.3,Variance.of..d.3,g.from.M.SD.n.3,Variance.of.g.3,keepformulas
219,219n,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Subjective Wealth,"Caruso, E. M. & Shapira, O. (2015), Study Subjective Wealth",E-mail,Unpublished,1,1,1,1,1,,1,1,,DV1: Subjective Wealth. DV2: Relative Subjective Wealth. DV3: Agency. DV4: Communion, Choosing Sizes for Bills vs. Post-It Notepads,,2015,Unpublished,0,0,0,3,3 or 4,3 vs. 3 or 4,3,2,2,1,2,2,2,1,2,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,-0.0754297941848314,0.00217059211081249,-0.0753399968108018,0.00216542711059416,,Subjective Wealth,,0,310,329,639,2.796,2.908,1.445,1.462,-1,-0.0770406295301389,0.0062699643067315,-0.0769498867391729,0.00625520277139994,,,,,,,,,,,,,,,,Relative Wealth,,,310,329,639,3.15,3.3,1.311,1.354,-1,-0.112501589885424,0.00627522357834992,-0.112369079178846,0.00626044966098236,,,,,,,,,Agency,,,310,329,639,3.5005,3.542,0.68167,0.67236,-1,-0.0613096196222756,0.00626826134183308,-0.061237405700459,0.0062535038158348,Communion,,,310,329,639,3.7876,3.7482,0.8155,0.7488,,0,0.00626532012942445,0,0.00625056952799683,FALSE
219,219a,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",SVI,"Caruso, E. M. & Shapira, O. (2015), Study SVI",E-mail,Unpublished,1,1,1,1,1,,1,1,,Achievement Valuation,Choosing Sizes for Bills vs. Carpets,,2015,Unpublished,0,0,0,3,3 or 4,3 vs. 3 or 4,3,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.153322992290244,0.0240015880386621,-0.15262922309436,0.0237848705200804,,,,0,78,90,168,6.013,6.192,1.11,1.215,-1,-0.153322992290244,0.0240015880386621,-0.15262922309436,0.0237848705200804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219f,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",SVO,"Caruso, E. M. & Shapira, O. (2015), Study SVO",E-mail,Unpublished,1,1,1,1,1,,1,1,,Social Value Orientation (higher -> more prosocial).,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.19642664118938,0.0358979252656238,0.19508431790107,0.0354089694495878,,Social value orientation,,0,55,57,112,20.68,24.218,17.708,18.3,1,0.19642664118938,0.0358979252656238,0.19508431790107,0.0354089694495878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219d,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",CLAMS,"Caruso, E. M. & Shapira, O. (2015), Study CLAMS",E-mail,Unpublished,1,1,1,1,1,,1,1,,DV1: Cassidy and Lynn (1989) Achievement Motivation Scale (CLAMS). DV2: Cognitive reflection test.,Choosing Sizes for Bills vs. Carpets,,2015,Unpublished,0,0,0,3,3 or 4,3 vs. 3 or 4,3,3,3,1,3,2,2,1,2,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,0.0240679683499673,0.0150040015089107,0.0239169118882362,0.0148193318353714,,DV1: Achievement motivation scale,,0,63,68,131,3.442,3.47,0.374,0.386,-1,-0.0736299910415672,0.0305995904991661,-0.0732010784723931,0.0302441287654384,,,,,,,,,,,,,,,,DV2: Cognitive Reflection Test.,,,62,68,130,0.8548,0.7353,1.06889,0.89138,1,0.121939627508587,0.0308921041216093,0.121223739284466,0.0305304435799456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219g,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Competitiveness,"Caruso, E. M. & Shapira, O. (2015), Study Competitiveness",E-mail,Unpublished,1,1,1,1,1,,1,1,,Competitiveness Subscale of Cassidy and Lynn's (1989) Achievement Motivation Scale ,Choosing Sizes for Bills vs. Carpets,,2015,Unpublished,0,0,0,3,3 or 4,3 vs. 3 or 4,3,3,3,1,3,2,2,1,2,0,0,0,,,,,,,,0,-0.104189298909074,0.0207808109958958,-0.103779642425814,0.0206177182763586,,Competitiveness,,0,93,100,193,4.108,4.214,1.044,0.992,-1,-0.104189298909074,0.0207808109958958,-0.103779642425814,0.0206177182763586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219c,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",CRT,"Caruso, E. M. & Shapira, O. (2015), Study CRT",E-mail,Unpublished,1,1,1,1,1,,1,1,,Cognitive reflection test,Choosing Sizes for Bills vs. Carpets,,2015,Unpublished,0,0,0,3,3 or 4,3 vs. 3 or 4,3,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,0,-0.156775299718946,0.0517895470205221,-0.155243293532767,0.0507823189365253,,cognitive reflection test,,0,45,34,79,1.778,1.971,1.277,1.167,-1,-0.156775299718946,0.0517895470205221,-0.155243293532767,0.0507823189365253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220q,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Acceptability of purchasing nonarket goods,"Caruso, E. M. & Shapiro, O. (2015), Study Acceptability of purchasing nonarket goods",E-mail,Unpublished,1,1,1,0,1,,1,1,,Acceptability of purchasing nonmarket goods,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.195790448096716,0.0368761802763271,-0.194414871178004,0.036359834065656,,Acceptability of purchasing nonmarket goods,,,54,55,109,4.41,4.05,1.97,1.7,-1,-0.195790448096716,0.0368761802763271,-0.194414871178004,0.036359834065656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220r,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Acceptability of purchasing nonarket goods,"Caruso, E. M. & Shapiro, O. (2015), Study Acceptability of purchasing nonarket goods",E-mail,Unpublished,1,1,1,0,1,,1,1,,Acceptability of purchasing nonmarket goods,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.207424776625173,0.0443255485942833,0.205671891188903,0.0435795498752317,,Acceptability of purchasing nonmarket goods,,,43,48,91,4.42,4.87,2.18,2.16,1,0.207424776625173,0.0443255485942833,0.205671891188903,0.0435795498752317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220e,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Belief in just world,"Caruso, E. M. & Shapiro, O. (2015), Study Belief in just world",E-mail,Unpublished,1,1,1,0,1,,1,1,,Belief in a Just World,Sentence descrambling,,2015,Unpublished,0,1,0,2,2,1,2,3,3,1,3,2,2,1,2,0,0,0,,,,,,,,0,0.161542008750768,0.00955487597689433,0.161251987191072,0.00952059842253546,,Belief in just world,,,210,210,420,2.55,2.47,0.51,0.48,1,0.161542008750768,0.00955487597689433,0.161251987191072,0.00952059842253546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220b,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Dollars vs. Ruppees - Indian Sample,"Caruso, E. M. & Shapiro, O. (2015), Study Dollars vs. Ruppees - Indian Sample",E-mail,Unpublished,1,1,1,1,1,,1,1,,Fair Market Ideology,Pictures,background image (dollars vs. blurred image),2015,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,1,"The ""Table"". Otherwise, Means, SD, n",,-0.00932670503801612,0.0180078479148807,-0.00929665120867773,0.0178919800253226,This ES is based on Ruppee vs (USD + Control),Fair Market Ideology (full scale),,,90,145,235,0.68113,0.6908739,0.9904242,1.0769275,-1,-0.00932670503801612,0.0180078479148807,-0.00929665120867773,0.0178919800253226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220b,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Dollars vs. Ruppees - US Sample,"Caruso, E. M. & Shapiro, O. (2015), Study Dollars vs. Ruppees - US Sample",E-mail,Unpublished,1,1,1,1,1,,1,1,,Fair Market Ideology,Pictures,background image (dollars vs. blurred image),2015,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,1,"The ""Table"". Otherwise, Means, SD, n",,-0.00474043799217384,0.0172808398463125,-0.00472648184499374,0.0171792378723731,This ES is based on USD vs (Rupees + Control),Fair Market Ideology (full scale),,,88,169,257,0.32,0.3261538,1.2603375,1.3173051,-1,-0.00474043799217384,0.0172808398463125,-0.00472648184499374,0.0171792378723731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220l,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Economic System Justification,"Caruso, E. M. & Shapiro, O. (2015), Study Economic System Justification",E-mail,Unpublished,1,1,1,0,1,,1,1,,Economic System Justification,Pictures,,2015,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.0195327417623713,0.0388404644456977,-0.019387336736845,0.0382643468730898,,Economic System Justification,,,52,51,103,5.34,5.35,0.55,0.47,-1,-0.0195327417623713,0.0388404644456977,-0.019387336736845,0.0382643468730898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220o,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Economic System Justification,"Caruso, E. M. & Shapiro, O. (2015), Study Economic System Justification",E-mail,Unpublished,1,1,1,0,1,,1,1,,Economic System Justification,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0,0.0478632478632479,0,0.0469890516856261,,Economic System Justification,,,39,45,84,5.31,5.31,0.63,0.47,1,0,0.0478632478632479,0,0.0469890516856261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220h,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",FMI ,"Caruso, E. M. & Shapiro, O. (2015), Study FMI ",E-mail,Unpublished,1,1,1,0,1,,1,1,,Fair Market Ideology,Pictures,,2015,Unpublished,0,1,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.101926056070206,0.00755740058966049,-0.101781206156321,0.00753593579408958,,Fair market ideology,,,263,267,530,0.31,0.44,1.25,1.3,-1,-0.101926056070206,0.00755740058966049,-0.101781206156321,0.00753593579408958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220i,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",FMI,"Caruso, E. M. & Shapiro, O. (2015), Study FMI",E-mail,Unpublished,1,1,1,0,1,,1,1,,Fair Market Ideology,Pictures,,2015,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.140947560628171,0.0466522977859072,0.139685343667322,0.0458204755727675,,Fair market ideology,,,42,44,86,1.18,0.83,2.4,2.56,1,0.140947560628171,0.0466522977859072,0.139685343667322,0.0458204755727675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220j,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",FMI,"Caruso, E. M. & Shapiro, O. (2015), Study FMI",E-mail,Unpublished,1,1,1,0,1,,1,1,,Fair Market Ideology,Pictures,,2015,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.103783668457493,0.0222961244319693,-0.10334576268341,0.0221083684303257,,Fair market ideology,,,94,86,180,0.81,0.91,1.01,0.91,-1,-0.103783668457493,0.0222961244319693,-0.10334576268341,0.0221083684303257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220k,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",FMI,"Caruso, E. M. & Shapiro, O. (2015), Study FMI",E-mail,Unpublished,1,1,1,0,1,,1,1,,Fair Market Ideology,Pictures,,2015,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.0460259757513852,0.0404188622069418,-0.0456691852416845,0.0397946420526732,,Fair market ideology,,,50,49,99,1.84,1.93,1.98,1.93,-1,-0.0460259757513852,0.0404188622069418,-0.0456691852416845,0.0397946420526732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220m,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",FMI,"Caruso, E. M. & Shapiro, O. (2015), Study FMI",E-mail,Unpublished,1,1,1,0,1,,1,1,,Fair Market Ideology,Pictures,,2015,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.0671318822721428,0.040022533448087,0.0666168038915381,0.039410733023782,,Fair market ideology,,,50,50,100,1.84,1.72,1.69,1.88,1,0.0671318822721428,0.040022533448087,0.0666168038915381,0.039410733023782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220n,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",FMI,"Caruso, E. M. & Shapiro, O. (2015), Study FMI",E-mail,Unpublished,1,1,1,0,1,,1,1,,Fair Market Ideology,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.0099535786779062,0.0535720890629519,0.00985096446473191,0.0524732036140041,,Fair market ideology,,,40,35,75,1.61,1.59,2.1,1.9,1,0.0099535786779062,0.0535720890629519,0.00985096446473191,0.0524732036140041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220p,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",FMI,"Caruso, E. M. & Shapiro, O. (2015), Study FMI",E-mail,Unpublished,1,1,1,0,1,,1,1,,Fair Market Ideology,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.1510869860656,0.0441252901600301,0.149851942582775,0.0434068442489242,,Fair market ideology,,,44,47,94,0.69,0.52,1.12,1.13,1,0.1510869860656,0.0441252901600301,0.149851942582775,0.0434068442489242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220a,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Ideology order effect,"Caruso, E. M. & Shapiro, O. (2015), Study Ideology order effect",E-mail,Unpublished,1,1,1,1,1,,1,1,,Fair Market Ideology,Pictures,background image (dollars vs. blurred image),2015,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.315445620743506,0.0334164692367164,0.313469969674131,0.0329992021207119,,Fair Market Ideology (full scale),,,66,56,122,6.48,6.04,1.56,1.17,1,0.315445620743506,0.0334164692367164,0.313469969674131,0.0329992021207119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220f,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Social Dominance Orientation 1,"Caruso, E. M. & Shapiro, O. (2015), Study Social Dominance Orientation 1",E-mail,Unpublished,1,1,1,0,1,,1,1,,Social Dominance Orientation,Sentence descrambling,,2015,Unpublished,0,1,0,2,2,1,2,3,3,1,3,2,2,1,2,0,0,0,,,,,,,,0,0.177286133110182,0.0200785759324829,0.176613745753253,0.01992656202413,,Social Dominance Orientation,,,100,100,200,2.48,2.3,1.04,0.99,1,0.177286133110182,0.0200785759324829,0.176613745753253,0.01992656202413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220g,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",Social Dominance Orientation 2,"Caruso, E. M. & Shapiro, O. (2015), Study Social Dominance Orientation 2",E-mail,Unpublished,1,1,1,0,1,,1,1,,Social Dominance Orientation,Sentence descrambling,,2015,Unpublished,0,1,0,2,2,1,2,3,3,1,3,2,2,1,2,0,0,0,,,,,,,,0,-0.0531441879333683,0.0200070607617777,-0.0529426296984756,0.019855588291256,,Social Dominance Orientation,,,100,100,200,2.51,2.57,1.03,1.22,-1,-0.0531441879333683,0.0200070607617777,-0.0529426296984756,0.019855588291256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
220,220d,"Caruso, E. M. & Shapiro, O. (2015): Money-Political Beliefs Summary v2 (CORRECTED).xls",System Justification ,"Caruso, E. M. & Shapiro, O. (2015), Study System Justification ",E-mail,Unpublished,1,1,1,0,1,,1,1,,System Justification,Pictures,background image (dollars vs. blurred image),2015,Unpublished,0,1,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.605710589215939,0.0562479107275768,0.599466150151857,0.0550941380875065,,System justification,,,34,41,75,3.67,3.11,0.93,0.92,1,0.605710589215939,0.0562479107275768,0.599466150151857,0.0550941380875065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
225,225a,"Caruso, E. M. & Shapira, O. & Landy, J. F. (2017) Show Me the Money: A Systematic Exploration of Manipulations, Moderators, and Mechanisms of Priming Effects. Psychological Science, 28(8), 1148-1159.",1,"Caruso, E. M. & Shapira, O. & Landy, J. F. (2017), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,Various,Various,,2017,Psychological Science,1,0,1,5,5,1,5,2,2,1,2,2,2,1,2,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,-0.04,0.0123,-0.0399861415867883,0.0122914785523024,,,,,,,2167,,,,,,,,-0.0399861415867883,0.0122914785523024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
225,225b,"Caruso, E. M. & Shapira, O. & Landy, J. F. (2017) Show Me the Money: A Systematic Exploration of Manipulations, Moderators, and Mechanisms of Priming Effects. Psychological Science, 28(8), 1148-1159.",2,"Caruso, E. M. & Shapira, O. & Landy, J. F. (2017), Study 2",E-mail,Journal,1,1,1,1,1,,1,1,,Various,Various,,2017,Psychological Science,1,0,1,5,5,1,5,2,2,1,2,2,2,1,2,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,-0.013,0.0023,-0.0129954603654988,0.00229839394825961,,,,,,,2150,,,,,,,,-0.0129954603654988,0.00229839394825961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
225,225c,"Caruso, E. M. & Shapira, O. & Landy, J. F. (2017) Show Me the Money: A Systematic Exploration of Manipulations, Moderators, and Mechanisms of Priming Effects. Psychological Science, 28(8), 1148-1159.",3,"Caruso, E. M. & Shapira, O. & Landy, J. F. (2017), Study 3",E-mail,Journal,1,1,1,1,1,,1,1,,Various,Various,,2017,Psychological Science,1,1,1,5,5,1,5,1,1,1,1,3,3,1,3,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,0.03,0.0121,0.029931766489765,0.0120450208965484,,,,,,,332,,,,,,,,0.029931766489765,0.0120450208965484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
222,222a,"Schuler, J. (2016). Meta-Analysis_Money-priming_Datasheet_editJS",1,"Schuler, J. (2016), Study 1",E-mail,Unpublished,1,1,1,1,1,,1,1,,Helpfulness,Images,Money vs. leafs,2016,Unpublished,0,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,1,0,,,,,,1,Correlation between the three DVs of interest,0,-0.266659351009788,0.0325447871350039,-0.265016685603157,0.0321450596625084,,Helping ,,0,62,62,124,3.97,3.79,0.68,0.67,-1,-0.266659351009788,0.0325447871350039,-0.265016685603157,0.0321450596625084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
222,222h,"Schuler, J. (2016). Meta-Analysis_Money-priming_Datasheet_editJS",12,"Schuler, J. (2016), Study 12",E-mail,Unpublished,1,1,1,1,1,,1,1,,Fair Market Ideology,Sentence descrambling,,2016,Unpublished,0,?,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.132381599362431,0.0280346717627849,0.131676191195313,0.027736696853034,,Fair Market Ideology,,0,71,72,143,0.2219,0.0711,1.128,1.15,1,0.132381599362431,0.0280346717627849,0.131676191195313,0.027736696853034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
222,222i,"Schuler, J. (2016). Meta-Analysis_Money-priming_Datasheet_editJS",13,"Schuler, J. (2016), Study 13",E-mail,Unpublished,1,1,1,1,1,,1,1,,Categorization Task (Construal Level),Pictures,images money vs. Stones (control),2016,Unpublished,0,?,0,1,1,1,1,2,2,1,2,1,2,0,2,0,0,0,,,,,,,,0,0.270655985881826,0.0494032242063262,0.268641177053921,0.0486704300439765,,Categorization Task (Construal Level),,0,75,28,103,6.37,7,2.11,2.84,1,0.270655985881826,0.0494032242063262,0.268641177053921,0.0486704300439765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
222,222b,"Schuler, J. (2016). Meta-Analysis_Money-priming_Datasheet_editJS",2,"Schuler, J. (2016), Study 2",E-mail,Unpublished,1,1,1,1,1,,1,1,,aestatetic appeal of a product favoured by the majority,Finding arguments for paying with cash or credit card,"Preferring to pay with cash or credit card and finding arguments for it vs. Preferring to buy online vs. In shops (see Hansen et al., 2012)",2016,Unpublished,0,0,0,4,4,1,4,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.126589800177096,0.016633329497318,-0.126192135883346,0.0165289910438171,,aestatetic appeal of a product favoured by the majority ,,0,119,122,241,3.96,3.76,1.59,1.57,-1,-0.126589800177096,0.016633329497318,-0.126192135883346,0.0165289910438171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
222,222c,"Schuler, J. (2016). Meta-Analysis_Money-priming_Datasheet_editJS",3,"Schuler, J. (2016), Study 3",E-mail,Unpublished,1,1,1,1,1,,1,1,,DV1: Importance of helping goals (Aspiration). . This was predicted by authors to have largest effect.,Sentence descrambling,,2016,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,1,0,,,,,,1,Correlation between the two DVs of interest,0,-0.345681915874555,0.0220664165169309,-0.344255443044262,0.0218846760427125,,DV1: Importance of helping goals (Aspiration),,1,93,91,184,5.598,5.192,1.042,1.296,-1,-0.345681915874555,0.0220664165169309,-0.344255443044262,0.0218846760427125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
